a|A0
hoèo|H W E1 UZ
hoẻo|H W E3 UZ
hoẽo|H W E2 UZ
hoéo|H W E4 UZ
hoẹo|H W E5 UZ
hoét|H W E4 TC
hóet|H W E4 TC
hoi|H O0 IZ
hòi|H O1 IZ
hỏi|H O3 IZ
hõi|H O2 IZ
hói|H O4 IZ
họi|H O5 IZ
hom|H O0 MZ
hòm|H O1 MZ
hỏm|H O3 MZ
hõm|H O2 MZ
hóm|H O4 MZ
họm|H O5 MZ
hon|H O0 NZ
hòn|H O1 NZ
hỏn|H O3 NZ
hõn|H O2 NZ
hón|H O4 NZ
họn|H O5 NZ
hong|H OA0 NGZ
hòng|H OA1 NGZ
hỏng|H OA3 NGZ
hõng|H OA2 NGZ
hóng|H OA4 NGZ
họng|H OA5 NGZ
hoóc|H O4 OA4 KC
hóoc|H O4 OA4 KC
hoót|H O4 O4 TC
hóp|H O4 PC
họp|H O5 PC
hót|H O4 TC
hô|H OO0
hồ|H OO1
hổ|H OO3
hỗ|H OO2
hố|H OO4
hộ|H OO5
hốc|H OO4 KC
hộc|H OO5 KC
hôi|H OO0 IZ
hồi|H OO1 IZ
hổi|H OO3 IZ
hỗi|H OO2 IZ
hối|H OO4 IZ
hội|H OO5 IZ
hôm|H OO0 MZ
hồm|H OO1 MZ
hổm|H OO3 MZ
hỗm|H OO2 MZ
hốm|H OO4 MZ
hộm|H OO5 MZ
hôn|H OO0 NZ
hồn|H OO1 NZ
hổn|H OO3 NZ
hỗn|H OO2 NZ
hốn|H OO4 NZ
hộn|H OO5 NZ
hông|H OO0 NGZ
hồng|H OO1 NGZ
hổng|H OO3 NGZ
hỗng|H OO2 NGZ
hống|H OO4 NGZ
hộng|H OO5 NGZ
hốp|H OO4 PC
hộp|H OO5 PC
hốt|H OO4 TC
hột|H OO5 TC
hơ|H OW0
hờ|H OW1
hở|H OW3
hỡ|H OW2
hớ|H OW4
hợ|H OW5
hơi|H OW0 IZ
hời|H OW1 IZ
hởi|H OW3 IZ
hỡi|H OW2 IZ
hới|H OW4 IZ
hợi|H OW5 IZ
hợm|H OW5 MZ
hơn|H OW0 NZ
hờn|H OW1 NZ
hởn|H OW3 NZ
hỡn|H OW2 NZ
hớn|H OW4 NZ
hợn|H OW5 NZ
hớp|H OW4 PC
hợp|H OW5 PC
hớt|H OW4 TC
hợt|H OW5 TC
hu|H U0
hù|H U1
hủ|H U3
hũ|H U2
hú|H U4
hụ|H U5
hua|H UO0
hùa|H UO1
hủa|H UO3
hũa|H UO2
húa|H UO4
hụa|H UO5
huân|H W AA0 NZ
huần|H W AA1 NZ
huẩn|H W AA3 NZ
huẫn|H W AA2 NZ
huấn|H W AA4 NZ
huận|H W AA5 NZ
húc|H U4 KC
hục|H U5 KC
huê|H W EE0
huề|H W EE1
huể|H W EE3
huễ|H W EE2
huế|H W EE4
huệ|H W EE5
huếch|H W EE4 KC
hui|H U0 IZ
hùi|H U1 IZ
hủi|H U3 IZ
hũi|H U2 IZ
húi|H U4 IZ
hụi|H U5 IZ
hum|H U0 MZ
hùm|H U1 MZ
hủm|H U3 MZ
hũm|H U2 MZ
húm|H U4 MZ
hụm|H U5 MZ
hun|H U0 NZ
hùn|H U1 NZ
hủn|H U3 NZ
hũn|H U2 NZ
hún|H U4 NZ
hụn|H U5 NZ
hung|H U0 NGZ
hùng|H U1 NGZ
hủng|H U3 NGZ
hũng|H U2 NGZ
húng|H U4 NGZ
hụng|H U5 NGZ
huống|H UO4 NGZ
huơ|H W OW0
huờ|H W OW1
huở|H W OW3
huỡ|H W OW2
huớ|H W OW4
huợ|H W OW5
húp|H U4 PC
hụp|H U5 PC
hút|H U4 TC
hụt|H U5 TC
huy|H W I0
huỷ|H W I3
hùy|H W I1
hủy|H W I3
hũy|H W I2
húy|H W I4
hụy|H W I5
huých|H W I4 KC
huỵch|H W I5 KC
húych|H W I4 KC
hụych|H W I5 KC
huyên|H W IE0 NZ
huyền|H W IE1 NZ
huyển|H W IE3 NZ
huyễn|H W IE2 NZ
huyến|H W IE4 NZ
huyện|H W IE5 NZ
huyết|H W IE4 TC
huyệt|H W IE5 TC
huyn|H W I0 NZ
huỳn|H W I1 NZ
huỷn|H W I3 NZ
huỹn|H W I2 NZ
huýn|H W I4 NZ
huỵn|H W I5 NZ
huynh|H W I0 NGZ
huỳnh|H W I1 NGZ
huỷnh|H W I3 NGZ
huỹnh|H W I2 NGZ
huýnh|H W I4 NGZ
huỵnh|H W I5 NGZ
hùynh|H W I1 NGZ
huyp|H W I4 PC
huýp|H W I4 PC
huỵp|H W I5 PC
huýt|H W I4 TC
huỵt|H W I5 TC
húyt|H W I4 TC
huyu|H W I0 UZ
huỳu|H W I1 UZ
huỷu|H W I3 UZ
huỹu|H W I2 UZ
huýu|H W I4 UZ
huỵu|H W I5 UZ
hư|H UW0
hừ|H UW1
hử|H UW3
hữ|H UW2
hứ|H UW4
hự|H UW5
hứa|H WA4
hức|H UW4 KC
hực|H UW5 KC
hưng|H UW0 NGZ
hừng|H UW1 NGZ
hửng|H UW3 NGZ
hững|H UW2 NGZ
hứng|H UW4 NGZ
hựng|H UW5 NGZ
hước|H WA4 KC
hườm|H WA1 MZ
hương|H WA0 NGZ
hường|H WA1 NGZ
hưởng|H WA3 NGZ
hưỡng|H WA2 NGZ
hướng|H WA4 NGZ
hượng|H WA5 NGZ
hươu|H WA0 UZ
hườu|H WA1 UZ
hưởu|H WA3 UZ
hưỡu|H WA2 UZ
hướu|H WA4 UZ
hượu|H WA5 UZ
hưu|H UW0 UZ
hừu|H UW1 UZ
hửu|H UW3 UZ
hữu|H UW2 UZ
hứu|H UW4 UZ
hựu|H UW5 UZ
hy|H I0
hỳ|H I1
hỷ|H I3
hỹ|H I2
hý|H I4
hỵ|H I5
i|I0
ì|I1
ỉ|I3
ĩ|I2
í|I4
ị|I5
ia|IE0
ìa|IE1
ỉa|IE3
ĩa|IE2
ía|IE4
ịa|IE5
íc|I4 KC
ích|I4 KC
ịch|I5 KC
iê|IE0
iển|IE3 NZ
iến|IE4 NZ
iếp|IE4 PC
iết|IE4 TC
im|I0 MZ
ìm|I1 MZ
ỉm|I3 MZ
ĩm|I2 MZ
ím|I4 MZ
ịm|I5 MZ
in|I0 NZ
ìn|I1 NZ
ỉn|I3 NZ
ĩn|I2 NZ
ín|I4 NZ
ịn|I5 NZ
ing|I0 NGZ
inh|I0 NGZ
ình|I1 NGZ
ỉnh|I3 NGZ
ĩnh|I2 NGZ
ính|I4 NGZ
ịnh|I5 NGZ
íp|I4 PC
ít|I4 TC
iu|I0 UZ
ìu|I1 UZ
ỉu|I3 UZ
ĩu|I2 UZ
íu|I4 UZ
ịu|I5 UZ
jây|D AA0 IZ
jét|D E4 TC
ji|D IZ
jiu|D I0 UZ
ju|D UZ
ka|K A0
kác|K A4 KC
kai|K A0 IZ
kam|K A0 MZ
kan|K A0 NZ
kao|K A0 UZ
káp|K A4 PC
kát|K A4 TC
kay|K AW0 IZ
kắc|K AW4 KC
kâu|K AA0 UZ
kây|K AA0 IZ
ke|K E0
kè|K E1
kẻ|K E3
kẽ|K E2
ké|K E4
kẹ|K E5
kem|K E0 MZ
kèm|K E1 MZ
kẻm|K E3 MZ
kẽm|K E2 MZ
kém|K E4 MZ
kẹm|K E5 MZ
ken|K E0 NZ
kèn|K E1 NZ
kẻn|K E3 NZ
kẽn|K E2 NZ
kén|K E4 NZ
kẹn|K E5 NZ
keng|K E0 NGZ
kèng|K E1 NGZ
kẻng|K E3 NGZ
kẽng|K E2 NGZ
kéng|K E4 NGZ
kẹng|K E5 NGZ
keo|K E0 UZ
kèo|K E1 UZ
kẻo|K E3 UZ
kẽo|K E2 UZ
kéo|K E4 UZ
kẹo|K E5 UZ
kép|K E4 PC
kẹp|K E5 PC
két|K E4 TC
kẹt|K E5 TC
kê|K EE0
kề|K EE1
kể|K EE3
kễ|K EE2
kế|K EE4
kệ|K EE5
kếch|K EE4 KC
kệch|K EE5 KC
kềm|K EE1 MZ
kên|K EE0 NZ
kền|K EE1 NZ
kển|K EE3 NZ
kễn|K EE2 NZ
kến|K EE4 NZ
kện|K EE5 NZ
kênh|K EE0 NGZ
kềnh|K EE1 NGZ
kểnh|K EE3 NGZ
kễnh|K EE2 NGZ
kếnh|K EE4 NGZ
kệnh|K EE5 NGZ
kếp|K EE4 PC
kết|K EE4 TC
kêu|K EE0 UZ
kều|K EE1 UZ
kểu|K EE3 UZ
kễu|K EE2 UZ
kếu|K EE4 UZ
kệu|K EE5 UZ
kha|KH A0
khà|KH A1
khả|KH A3
khã|KH A2
khá|KH A4
khạ|KH A5
khác|KH A4 KC
khạc|KH A5 KC
khách|KH EA4 KC
khạch|KH EA5 KC
khai|KH A0 IZ
khài|KH A1 IZ
khải|KH A3 IZ
khãi|KH A2 IZ
khái|KH A4 IZ
khại|KH A5 IZ
kham|KH A0 MZ
khàm|KH A1 MZ
khảm|KH A3 MZ
khãm|KH A2 MZ
khám|KH A4 MZ
khạm|KH A5 MZ
khan|KH A0 NZ
khàn|KH A1 NZ
khản|KH A3 NZ
khãn|KH A2 NZ
khán|KH A4 NZ
khạn|KH A5 NZ
khang|KH A0 NGZ
khàng|KH A1 NGZ
khảng|KH A3 NGZ
khãng|KH A2 NGZ
kháng|KH A4 NGZ
khạng|KH A5 NGZ
khanh|KH EA0 NGZ
khành|KH EA1 NGZ
khảnh|KH EA3 NGZ
khãnh|KH EA2 NGZ
khánh|KH EA4 NGZ
khạnh|KH EA5 NGZ
khao|KH A0 UZ
khào|KH A1 UZ
khảo|KH A3 UZ
khão|KH A2 UZ
kháo|KH A4 UZ
khạo|KH A5 UZ
khát|KH A4 TC
khau|KH AW0 UZ
khàu|KH AW1 UZ
khảu|KH AW3 UZ
khãu|KH AW2 UZ
kháu|KH AW4 UZ
khạu|KH AW5 UZ
khay|KH AW0 IZ
khày|KH AW1 IZ
khảy|KH AW3 IZ
khãy|KH AW2 IZ
kháy|KH AW4 IZ
khạy|KH AW5 IZ
khắc|KH AW4 KC
khăm|KH AW0 MZ
khằm|KH AW1 MZ
khẳm|KH AW3 MZ
khẵm|KH AW2 MZ
khắm|KH AW4 MZ
khặm|KH AW5 MZ
khăn|KH AW0 NZ
khằn|KH AW1 NZ
khẳn|KH AW3 NZ
khẵn|KH AW2 NZ
khắn|KH AW4 NZ
khặn|KH AW5 NZ
khăng|KH AW0 NGZ
khằng|KH AW1 NGZ
khẳng|KH AW3 NGZ
khẵng|KH AW2 NGZ
khắng|KH AW4 NGZ
khặng|KH AW5 NGZ
khắp|KH AW4 PC
khắt|KH AW4 TC
khấc|KH AA4 KC
khâm|KH AA0 MZ
khầm|KH AA1 MZ
khẩm|KH AA3 MZ
khẫm|KH AA2 MZ
khấm|KH AA4 MZ
khậm|KH AA5 MZ
khẩn|KH AA3 NZ
khấn|KH AA4 NZ
khấp|KH AA4 PC
khập|KH AA5 PC
khất|KH AA4 TC
khâu|KH AA0 UZ
khầu|KH AA1 UZ
khẩu|KH AA3 UZ
khẫu|KH AA2 UZ
khấu|KH AA4 UZ
khậu|KH AA5 UZ
khẩy|KH AA3 IZ
khe|KH E0
khè|KH E1
khẻ|KH E3
khẽ|KH E2
khé|KH E4
khẹ|KH E5
khéc|KH E4 KC
khem|KH E0 MZ
khèm|KH E1 MZ
khẻm|KH E3 MZ
khẽm|KH E2 MZ
khém|KH E4 MZ
khẹm|KH E5 MZ
khen|KH E0 NZ
khèn|KH E1 NZ
khẻn|KH E3 NZ
khẽn|KH E2 NZ
khén|KH E4 NZ
khẹn|KH E5 NZ
kheo|KH E0 UZ
khèo|KH E1 UZ
khẻo|KH E3 UZ
khẽo|KH E2 UZ
khéo|KH E4 UZ
khẹo|KH E5 UZ
khép|KH E4 PC
khét|KH E4 TC
khê|KH EE0
khề|KH EE1
khể|KH EE3
khễ|KH EE2
khế|KH EE4
khệ|KH EE5
khênh|KH EE0 NGZ
khềnh|KH EE1 NGZ
khểnh|KH EE3 NGZ
khễnh|KH EE2 NGZ
khếnh|KH EE4 NGZ
khệnh|KH EE5 NGZ
khêu|KH EE0 UZ
khều|KH EE1 UZ
khểu|KH EE3 UZ
khễu|KH EE2 UZ
khếu|KH EE4 UZ
khệu|KH EE5 UZ
khi|KH I0
khì|KH I1
khỉ|KH I3
khĩ|KH I2
khí|KH I4
khị|KH I5
khía|KH IE4
khịa|KH IE5
khích|KH I4 KC
khiêm|KH IE0 MZ
khiềm|KH IE1 MZ
khiểm|KH IE3 MZ
khiễm|KH IE2 MZ
khiếm|KH IE4 MZ
khiệm|KH IE5 MZ
khiên|KH IE0 NZ
khiền|KH IE1 NZ
khiển|KH IE3 NZ
khiễn|KH IE2 NZ
khiến|KH IE4 NZ
khiện|KH IE5 NZ
khiêng|KH IE0 NGZ
khiềng|KH IE1 NGZ
khiểng|KH IE3 NGZ
khiễng|KH IE2 NGZ
khiếng|KH IE4 NGZ
khiệng|KH IE5 NGZ
khiếp|KH IE4 PC
khiết|KH IE4 TC
khiêu|KH IE0 UZ
khiều|KH IE1 UZ
khiểu|KH IE3 UZ
khiễu|KH IE2 UZ
khiếu|KH IE4 UZ
khiệu|KH IE5 UZ
khin|KH I0 NZ
khìn|KH I1 NZ
khỉn|KH I3 NZ
khĩn|KH I2 NZ
khín|KH I4 NZ
khịn|KH I5 NZ
khinh|KH I0 NGZ
khình|KH I1 NGZ
khỉnh|KH I3 NGZ
khĩnh|KH I2 NGZ
khính|KH I4 NGZ
khịnh|KH I5 NGZ
khít|KH I4 TC
khịt|KH I5 TC
khiu|KH I0 UZ
khìu|KH I1 UZ
khỉu|KH I3 UZ
khĩu|KH I2 UZ
khíu|KH I4 UZ
khịu|KH I5 UZ
kho|KH O0
khò|KH O1
khỏ|KH O3
khõ|KH O2
khó|KH O4
khọ|KH O5
khoa|KH W A0
khoả|KH W A3
khoá|KH W A4
khòa|KH W A1
khỏa|KH W A3
khõa|KH W A2
khóa|KH W A4
khọa|KH W A5
khoác|KH W A4 KC
khóac|KH W A4 KC
khoai|KH W A0 IZ
khoài|KH W A1 IZ
khoải|KH W A3 IZ
khoãi|KH W A2 IZ
khoái|KH W A4 IZ
khoại|KH W A5 IZ
khỏai|KH W A3 IZ
khóai|KH W A4 IZ
khoan|KH W A0 NZ
khoàn|KH W A1 NZ
khoản|KH W A3 NZ
khoãn|KH W A2 NZ
khoán|KH W A4 NZ
khoạn|KH W A5 NZ
khỏan|KH W A3 NZ
khóan|KH W A4 NZ
khoang|KH W A0 NGZ
khoàng|KH W A1 NGZ
khoảng|KH W A3 NGZ
khoãng|KH W A2 NGZ
khoáng|KH W A4 NGZ
khoạng|KH W A5 NGZ
khỏang|KH W A3 NGZ
khóang|KH W A4 NGZ
khoanh|KH W EA0 NGZ
khoành|KH W EA1 NGZ
khoảnh|KH W EA3 NGZ
khoãnh|KH W EA2 NGZ
khoánh|KH W EA4 NGZ
khoạnh|KH W EA5 NGZ
khỏanh|KH W EA3 NGZ
khoát|KH W A4 TC
khóat|KH W A4 TC
khoáy|KH W AW4 IZ
khóay|KH W AW4 IZ
khoằm|KH W AW1 MZ
khoặm|KH W AW5 MZ
khoăn|KH W AW0 NZ
khoằn|KH W AW1 NZ
khoẳn|KH W AW3 NZ
khoẵn|KH W AW2 NZ
khoắn|KH W AW4 NZ
khoặn|KH W AW5 NZ
khoắng|KH W AW4 NGZ
khoắt|KH W AW4 TC
khóc|KH OA4 KC
khoe|KH W E0
khoẻ|KH W E3
khoé|KH W E4
khòe|KH W E1
khỏe|KH W E3
khõe|KH W E2
khóe|KH W E4
khọe|KH W E5
khoem|KH W E0 MZ
khoèm|KH W E1 MZ
khoẻm|KH W E3 MZ
khoẽm|KH W E2 MZ
khoém|KH W E4 MZ
khoẹm|KH W E5 MZ
khoen|KH W E0 NZ
khoèn|KH W E1 NZ
khoẻn|KH W E3 NZ
khoẽn|KH W E2 NZ
khoén|KH W E4 NZ
khoẹn|KH W E5 NZ
khoeo|KH W E0 UZ
khoèo|KH W E1 UZ
khoẻo|KH W E3 UZ
khoẽo|KH W E2 UZ
khoéo|KH W E4 UZ
khoẹo|KH W E5 UZ
khoét|KH W E4 TC
khóet|KH W E4 TC
khoi|KH O0 IZ
khòi|KH O1 IZ
khỏi|KH O3 IZ
khõi|KH O2 IZ
khói|KH O4 IZ
khọi|KH O5 IZ
khom|KH O0 MZ
khòm|KH O1 MZ
khỏm|KH O3 MZ
khõm|KH O2 MZ
khóm|KH O4 MZ
khọm|KH O5 MZ
khon|KH O0 NZ
khòn|KH O1 NZ
khỏn|KH O3 NZ
khõn|KH O2 NZ
khón|KH O4 NZ
khọn|KH O5 NZ
khô|KH OO0
khồ|KH OO1
khổ|KH OO3
khỗ|KH OO2
khố|KH OO4
khộ|KH OO5
khốc|KH OO4 KC
khôi|KH OO0 IZ
khồi|KH OO1 IZ
khổi|KH OO3 IZ
khỗi|KH OO2 IZ
khối|KH OO4 IZ
khội|KH OO5 IZ
khôn|KH OO0 NZ
khồn|KH OO1 NZ
khổn|KH OO3 NZ
khỗn|KH OO2 NZ
khốn|KH OO4 NZ
khộn|KH OO5 NZ
không|KH OO0 NGZ
khồng|KH OO1 NGZ
khổng|KH OO3 NGZ
khỗng|KH OO2 NGZ
khống|KH OO4 NGZ
khộng|KH OO5 NGZ
khốp|KH OO4 PC
khơ|KH OW0
khờ|KH OW1
khở|KH OW3
khỡ|KH OW2
khớ|KH OW4
khợ|KH OW5
khơi|KH OW0 IZ
khời|KH OW1 IZ
khởi|KH OW3 IZ
khỡi|KH OW2 IZ
khới|KH OW4 IZ
khợi|KH OW5 IZ
khớp|KH OW4 PC
khu|KH U0
khù|KH U1
khủ|KH U3
khũ|KH U2
khú|KH U4
khụ|KH U5
khua|KH UO0
khùa|KH UO1
khủa|KH UO3
khũa|KH UO2
khúa|KH UO4
khụa|KH UO5
khuân|KH W AA0 NZ
khuần|KH W AA1 NZ
khuẩn|KH W AA3 NZ
khuẫn|KH W AA2 NZ
khuấn|KH W AA4 NZ
khuận|KH W AA5 NZ
khuâng|KH W AA0 NGZ
khuầng|KH W AA1 NGZ
khuẩng|KH W AA3 NGZ
khuẫng|KH W AA2 NGZ
khuấng|KH W AA4 NGZ
khuậng|KH W AA5 NGZ
khuất|KH W AA4 TC
khuây|KH W AA0 IZ
khuầy|KH W AA1 IZ
khuẩy|KH W AA3 IZ
khuẫy|KH W AA2 IZ
khuấy|KH W AA4 IZ
khuậy|KH W AA5 IZ
khúc|KH U4 KC
khuê|KH W EE0
khuề|KH W EE1
khuể|KH W EE3
khuễ|KH W EE2
khuế|KH W EE4
khuệ|KH W EE5
khuếch|KH W EE4 KC
khui|KH U0 IZ
khùi|KH U1 IZ
khủi|KH U3 IZ
khũi|KH U2 IZ
khúi|KH U4 IZ
khụi|KH U5 IZ
khum|KH U0 MZ
khùm|KH U1 MZ
khủm|KH U3 MZ
khũm|KH U2 MZ
khúm|KH U4 MZ
khụm|KH U5 MZ
khun|KH U0 NZ
khùn|KH U1 NZ
khủn|KH U3 NZ
khũn|KH U2 NZ
khún|KH U4 NZ
khụn|KH U5 NZ
khung|KH U0 NGZ
khùng|KH U1 NGZ
khủng|KH U3 NGZ
khũng|KH U2 NGZ
khúng|KH U4 NGZ
khụng|KH U5 NGZ
khuôn|KH UO0 NZ
khuồn|KH UO1 NZ
khuổn|KH UO3 NZ
khuỗn|KH UO2 NZ
khuốn|KH UO4 NZ
khuộn|KH UO5 NZ
khuông|KH UO0 NGZ
khuồng|KH UO1 NGZ
khuổng|KH UO3 NGZ
khuỗng|KH UO2 NGZ
khuống|KH UO4 NGZ
khuộng|KH UO5 NGZ
khuy|KH W I0
khuỷ|KH W I3
khuỵ|KH W I5
khùy|KH W I1
khủy|KH W I3
khũy|KH W I2
khúy|KH W I4
khụy|KH W I5
khuya|KH W IE0
khuỳa|KH W IE1
khuỷa|KH W IE3
khuỹa|KH W IE2
khuýa|KH W IE4
khuỵa|KH W IE5
khuyếch|KH W IE4 KC
khuyên|KH W IE0 NZ
khuyền|KH W IE1 NZ
khuyển|KH W IE3 NZ
khuyễn|KH W IE2 NZ
khuyến|KH W IE4 NZ
khuyện|KH W IE5 NZ
khuyết|KH W IE4 TC
khuynh|KH W I0 NGZ
khuỳnh|KH W I1 NGZ
khuỷnh|KH W I3 NGZ
khuỹnh|KH W I2 NGZ
khuýnh|KH W I4 NGZ
khuỵnh|KH W I5 NGZ
khủynh|KH W I3 NGZ
khuyp|KH W I4 PC
khuýp|KH W I4 PC
khuỵp|KH W I5 PC
khuyt|KH W I4 TC
khuýt|KH W I4 TC
khuỵt|KH W I5 TC
khuyu|KH W I0 UZ
khuỳu|KH W I1 UZ
khuỷu|KH W I3 UZ
khuỹu|KH W I2 UZ
khuýu|KH W I4 UZ
khuỵu|KH W I5 UZ
khủyu|KH W I3 UZ
khư|KH UW0
khừ|KH UW1
khử|KH UW3
khữ|KH UW2
khứ|KH UW4
khự|KH UW5
khứa|KH WA4
khừng|KH UW1 NGZ
khựng|KH UW5 NGZ
khước|KH WA4 KC
khương|KH WA0 NGZ
khường|KH WA1 NGZ
khưởng|KH WA3 NGZ
khưỡng|KH WA2 NGZ
khướng|KH WA4 NGZ
khượng|KH WA5 NGZ
khướt|KH WA4 TC
khướu|KH WA4 UZ
khứu|KH UW4 UZ
ki|K I0
kì|K I1
kỉ|K I3
kĩ|K I2
kí|K I4
kị|K I5
kia|K IE0
kìa|K IE1
kỉa|K IE3
kĩa|K IE2
kía|K IE4
kịa|K IE5
kích|K I4 KC
kịch|K I5 KC
kiêm|K IE0 MZ
kiềm|K IE1 MZ
kiểm|K IE3 MZ
kiễm|K IE2 MZ
kiếm|K IE4 MZ
kiệm|K IE5 MZ
kiên|K IE0 NZ
kiền|K IE1 NZ
kiển|K IE3 NZ
kiễn|K IE2 NZ
kiến|K IE4 NZ
kiện|K IE5 NZ
kiêng|K IE0 NGZ
kiềng|K IE1 NGZ
kiểng|K IE3 NGZ
kiễng|K IE2 NGZ
kiếng|K IE4 NGZ
kiệng|K IE5 NGZ
kiếp|K IE4 PC
kiết|K IE4 TC
kiệt|K IE5 TC
kiêu|K IE0 UZ
kiều|K IE1 UZ
kiểu|K IE3 UZ
kiễu|K IE2 UZ
kiếu|K IE4 UZ
kiệu|K IE5 UZ
kim|K I0 MZ
kìm|K I1 MZ
kỉm|K I3 MZ
kĩm|K I2 MZ
kím|K I4 MZ
kịm|K I5 MZ
kin|K I0 NZ
kìn|K I1 NZ
kỉn|K I3 NZ
kĩn|K I2 NZ
kín|K I4 NZ
kịn|K I5 NZ
king|K I0 NGZ
kinh|K I0 NGZ
kình|K I1 NGZ
kỉnh|K I3 NGZ
kĩnh|K I2 NGZ
kính|K I4 NGZ
kịnh|K I5 NGZ
kíp|K I4 PC
kịp|K I5 PC
kít|K I4 TC
kịt|K I5 TC
kiu|K I0 UZ
kìu|K I1 UZ
kỉu|K I3 UZ
kĩu|K I2 UZ
kíu|K I4 UZ
kịu|K I5 UZ
ko|K O0
koa|K W A0
koai|K W A0 IZ
koan|K W A0 NZ
koen|K W E0 NZ
koét|K W E4 TC
koi|K O0 IZ
kom|K O0 MZ
kon|K O0 NZ
kót|K O4 TC
kô|K OO0
kồ|K OO1
kốc|K OO4 KC
kôm|K OO0 MZ
kôn|K OO0 NZ
kông|K OO0 NGZ
kốp|K OO4 PC
kốt|K OO4 TC
kơ|K OW0
kờ|K OW1
kớp|K OW4 PC
kớt|K OW4 TC
ku|K UZ
kua|K UO0
kúc|K U4 KC
kuê|K W EE0
kun|K U0 NZ
kung|K U0 NGZ
kúp|K U4 PC
kút|K U4 TC
kuy|K W IZ
kuyn|K W I0 NZ
ky|K I0
kỳ|K I1
kỷ|K I3
kỹ|K I2
ký|K I4
kỵ|K I5
la|L A0
là|L A1
lả|L A3
lã|L A2
lá|L A4
lạ|L A5
lác|L A4 KC
lạc|L A5 KC
lách|L EA4 KC
lạch|L EA5 KC
lai|L A0 IZ
lài|L A1 IZ
lải|L A3 IZ
lãi|L A2 IZ
lái|L A4 IZ
lại|L A5 IZ
lam|L A0 MZ
làm|L A1 MZ
lảm|L A3 MZ
lãm|L A2 MZ
lám|L A4 MZ
lạm|L A5 MZ
lan|L A0 NZ
làn|L A1 NZ
lản|L A3 NZ
lãn|L A2 NZ
lán|L A4 NZ
lạn|L A5 NZ
lang|L A0 NGZ
làng|L A1 NGZ
lảng|L A3 NGZ
lãng|L A2 NGZ
láng|L A4 NGZ
lạng|L A5 NGZ
lanh|L EA0 NGZ
lành|L EA1 NGZ
lảnh|L EA3 NGZ
lãnh|L EA2 NGZ
lánh|L EA4 NGZ
lạnh|L EA5 NGZ
lao|L A0 UZ
lào|L A1 UZ
lảo|L A3 UZ
lão|L A2 UZ
láo|L A4 UZ
lạo|L A5 UZ
láp|L A4 PC
lạp|L A5 PC
lát|L A4 TC
lạt|L A5 TC
lau|L AW0 UZ
làu|L AW1 UZ
lảu|L AW3 UZ
lãu|L AW2 UZ
láu|L AW4 UZ
lạu|L AW5 UZ
lay|L AW0 IZ
lày|L AW1 IZ
lảy|L AW3 IZ
lãy|L AW2 IZ
láy|L AW4 IZ
lạy|L AW5 IZ
lắc|L AW4 KC
lăm|L AW0 MZ
lằm|L AW1 MZ
lẳm|L AW3 MZ
lẵm|L AW2 MZ
lắm|L AW4 MZ
lặm|L AW5 MZ
lăn|L AW0 NZ
lằn|L AW1 NZ
lẳn|L AW3 NZ
lẵn|L AW2 NZ
lắn|L AW4 NZ
lặn|L AW5 NZ
lăng|L AW0 NGZ
lằng|L AW1 NGZ
lẳng|L AW3 NGZ
lẵng|L AW2 NGZ
lắng|L AW4 NGZ
lặng|L AW5 NGZ
lắp|L AW4 PC
lặp|L AW5 PC
lắt|L AW4 TC
lặt|L AW5 TC
lấc|L AA4 KC
lâm|L AA0 MZ
lầm|L AA1 MZ
lẩm|L AA3 MZ
lẫm|L AA2 MZ
lấm|L AA4 MZ
lậm|L AA5 MZ
lân|L AA0 NZ
lần|L AA1 NZ
lẩn|L AA3 NZ
lẫn|L AA2 NZ
lấn|L AA4 NZ
lận|L AA5 NZ
lâng|L AA0 NGZ
lầng|L AA1 NGZ
lẩng|L AA3 NGZ
lẫng|L AA2 NGZ
lấng|L AA4 NGZ
lậng|L AA5 NGZ
lấp|L AA4 PC
lập|L AA5 PC
lất|L AA4 TC
lật|L AA5 TC
lâu|L AA0 UZ
lầu|L AA1 UZ
lẩu|L AA3 UZ
lẫu|L AA2 UZ
lấu|L AA4 UZ
lậu|L AA5 UZ
lây|L AA0 IZ
lầy|L AA1 IZ
lẩy|L AA3 IZ
lẫy|L AA2 IZ
lấy|L AA4 IZ
lậy|L AA5 IZ
le|L E0
lè|L E1
lẻ|L E3
lẽ|L E2
lé|L E4
lẹ|L E5
léc|L E4 KC
léch|L E4 KC
lem|L E0 MZ
lèm|L E1 MZ
lẻm|L E3 MZ
lẽm|L E2 MZ
lém|L E4 MZ
lẹm|L E5 MZ
len|L E0 NZ
lèn|L E1 NZ
lẻn|L E3 NZ
lẽn|L E2 NZ
lén|L E4 NZ
lẹn|L E5 NZ
leng|L E0 NGZ
lèng|L E1 NGZ
lẻng|L E3 NGZ
lẽng|L E2 NGZ
léng|L E4 NGZ
lẹng|L E5 NGZ
leo|L E0 UZ
lèo|L E1 UZ
lẻo|L E3 UZ
lẽo|L E2 UZ
léo|L E4 UZ
lẹo|L E5 UZ
lép|L E4 PC
lẹp|L E5 PC
lét|L E4 TC
lẹt|L E5 TC
lê|L EE0
lề|L EE1
lể|L EE3
lễ|L EE2
lế|L EE4
lệ|L EE5
lếc|L EE4 KC
lếch|L EE4 KC
lệch|L EE5 KC
lên|L EE0 NZ
lền|L EE1 NZ
lển|L EE3 NZ
